id,activity_intensity_score,contribution_consistency,repo_creation_rate,recent_activity_ratio,development_velocity,multitasking_score,code_change_rate,language_specialization,language_balance,repo_language_diversity,tech_stack_breadth,avg_languages_per_repo,avg_repo_size,community_engagement_score,collaboration_ratio,fork_contribution_rate,mentorship_score,social_coding_index,network_influence,repo_active_score,showcase_score,maintenance_score,avg_stars_per_repo,max_stars_repo,avg_forks_per_repo,max_forks_repo,public_repo_ratio,project_complexity,code_review_participation,code_review_index,reputation_score,impact_factor,influence_growth_rate,viral_repo_score,leadership_score,profile_completeness,maintainer_score,team_player_score,generalist_score,work_consistency,learning_velocity,innovation_index
irrationalRock,57,0.3485714285714286,1.2024835276229093,0.999083409715857,3890.5,1.3333333333333335,271.43023255813955,0.3333333333333333,0.6666666666666667,3.0,9,0.0,97432.9,143,0.0,2.2857142857142856,0.0,0.5616908563199204,2.4423470353692043,0.14285714285714285,0.0,1.0,0.3,2.0,0.2,1.0,1.0,0.0930695773870215,0.0,0.0,1.0514990744055563,0.5,0.27749619868220987,1.5384615384615383,0.0,1.0,0.47619047619047616,0.2,0.7499999999375,0.30770854351205346,0.74931255722445,0.03981708459081636
neeleshb,325,0.3718607658635223,0.5639242950946312,0.9969325153374233,2912.3333333333335,1.3333333333333335,459.8421052631579,1.0,0.0,1.0,2,0.0,29545.875,195,0.03103448275862069,0.3333333333333333,1.9032444959443802,0.5737634548050147,4.783316371371566,0.2222222222222222,0.0,1.0,3.125,25.0,3.5,28.0,1.0,0.26464712895785625,13.5,0.7577103466865789,2.6998403958436836,9.0,2.2556971803785246,6.0606060606060606,0.2816309930973966,1.0,0.6666666666666666,0.07597701148804598,0.16666666665277777,0.2612038750254939,0.1661554192090576,0.11494202253426962
susiwen8,2,0.7220737023733365,0.4853723404255319,0.6666666666666666,536.6666666666666,3.0,57.5,0.4,0.6399999999999999,3.0,6,0.0,16710.6,870,1.0,0.3333333333333333,0.09707446808510638,0.9410766472270602,5.499215308914927,0.0,0.5,1.0,8.8,37.0,0.2,1.0,1.0,0.05854837637898486,1.0,0.5131444461696524,2.693487243436785,7.666666666666667,10.678191489361701,3.775510204081632,0.014364512236587069,1.0,0.625,0.3666666664666666,0.49999999995833333,0.3574662075247144,0.33333333330555553,0.15248782455629903
guywaldman,179,0.4162178555223513,2.1987951807228914,0.998719590268886,530.0,0.7777777777777778,53.0,0.3333333333333333,0.7407407407407407,5.0,10,0.0,35826.5,95,0.2857142857142857,2.0689655172413794,0.03926419965576592,0.4877538431544838,6.495265555937008,0.27586206896551724,1.0,1.0,95.3,745.0,2.3,18.0,1.0,0.1266902774113759,0.0,0.0,4.062344587645969,34.44827586206897,5.889629948364888,7.736240913811008,0.0036834465329615173,1.0,0.47619047619047616,0.28571428565714285,0.8333333332638889,0.28672694038480834,0.8322663251547162,0.7096680948919127
mkhuzaima,45,0.40611126697746175,4.941643323996265,0.9987341772151899,1470.3333333333333,0.75,122.52777777777777,0.5,0.6875,5.0,6,0.0,31856.4,23,0.10256410256410256,0.8,0.6816059757236228,0.3511965418165285,4.212127597878484,0.3,0.6666666666666666,1.0,0.4,3.0,0.3,3.0,1.0,0.1290636951492384,0.6,0.36922005265811314,1.7902864072997522,0.3333333333333333,5.112044817927171,2.142857142857143,0.09163072689034193,1.0,0.47619047619047616,0.190769230748718,0.49999999995833333,0.2928060952138643,0.499367088565981,0.04597680901370785
ChrisPapp,0,1.0,1.3693724420190994,0.0,739.5,3.0,44.37,0.4444444444444444,0.7160493827160495,5.0,16,0.0,1400456.4,25,0.0,0.5833333333333334,0.0,0.29911853232249297,3.597312260588446,0.0,0.0,1.0,1.5,7.0,0.8,6.0,1.0,0.0540713461564704,0.0,0.0,1.9303889053400443,2.5833333333333335,0.995907230559345,2.8,0.0,1.0,0.5555555555555556,0.11666666666666668,0.9999999999166667,0.40283481023395,0.0,0.08903370781092476
jordanmkasla2009,0,1.0,0.13606710158434296,0.0,6.0,0.6,1.5,0.0,0.0,0.0,0,0.0,0.0,12,0.0,0.6666666666666666,0.0,0.12626325905174282,2.3978952727983707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.01515100706968714,0.0,0.0,0.5375278407684164,0.0,0.3401677539608574,0.0,0.0,1.0,0.4,0.13333333333333333,0.0,1.0,0.0,0.0
mjcrouch,3,0.6463701257132777,0.26497277676951,0.75,451.0,1.2,61.49999999999999,1.0,0.0,1.0,1,0.0,1349.0,308,1.0,3.3333333333333335,0.26497277676951,0.7900457808978234,1.9459101490553132,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.03631850572347929,1.0,0.5358788512507389,0.4158883083359672,0.0,0.39745916515426494,0.0,0.03920912232999447,1.0,0.15384615384615385,0.4999999998,0.08333333332638888,1.0,0.062499999994791666,0.0
pingren,6,0.5122451020816429,0.30215231788079466,0.9993192648059904,1306.4,0.9,81.65,0.25,0.75,4.0,10,0.0,104670.75,138,0.16666666666666666,5.4,0.03776903973509933,0.5159704227127379,4.672828834461906,0.6,0.3333333333333333,1.0,13.75,50.0,3.75,14.0,1.0,0.16994473508488314,0.0,0.0,2.7723120006644435,17.0,2.1150662251655628,3.389830508474576,0.0035431828404811944,1.0,0.26666666666666666,0.24999999996666666,0.8333333332638889,0.36154395386681687,0.8327660539355949,0.17048657072447318
paulacamargo25,74,0.746895332279098,2.168130165289256,0.9866666666666667,4678.4,0.9,508.52173913043475,0.3333333333333333,0.7777777777777778,5.0,15,0.0,825603.0,427,1.5,0.375,1.4139979338842974,0.7954160214468988,3.7256934272366524,0.125,0.0,1.0,0.1,1.0,0.0,0.0,1.0,0.3391229470650298,0.5769230769230769,0.4799250622137058,1.1213008854850104,0.041666666666666664,1.8853305785123966,0.9090909090909091,0.2092351472478075,1.0,0.5,0.5249999997,0.9999999999166667,0.2402530751773575,0.9866666665844445,0.022988404506853924
RishabhKothaari,0,1.0,1.2940394416131176,0.0,5057.5,3.0,446.25,0.4444444444444444,0.6666666666666667,4.0,7,0.0,23440.0,55,0.0,1.1764705882352942,0.0,0.35863415378671365,4.42484663185681,0.0,1.0,1.0,2.4,8.0,0.3,1.0,1.0,0.11567807503788408,0.0,0.0,2.3008297770692865,1.7647058823529411,2.6689563483270553,2.3529411764705883,0.0,1.0,0.47619047619047616,0.2,0.5833333332847223,0.5085819370032265,0.0,0.11261972208497853
YisraelV,0,1.0,0.2252391237272447,0.9230769230769231,140.0,1.2,23.33333333333333,1.0,0.0,1.0,1,0.0,2280.5,97,0.0,2.3333333333333335,0.0,0.5243311755124239,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.019566548910590235,0.0,0.0,0.2079441541679836,0.0,0.11261956186362235,0.0,0.0,1.0,0.2,0.2,0.08333333332638888,1.0,0.07692307691666667,0.0
BuraChuhadar,32,0.3797958971132712,1.9813027744270204,0.9859154929577465,723.3333333333334,1.3333333333333335,70.0,0.3,0.78,6.0,11,0.0,43941.8,96,0.06451612903225806,0.39285714285714285,0.0,0.4429966246196565,3.597312260588446,0.07142857142857142,1.0,1.0,0.8,7.0,0.1,1.0,1.0,0.06655015158965741,0.0,0.0,1.6295734259847894,0.35714285714285715,1.100723763570567,3.888888888888889,0.0,1.0,0.47619047619047616,0.09792626726820276,0.9166666665902777,0.2665769309645404,0.9037558684692879,0.06502102686182319
devinvalenciano,14,0.5079638032535752,0.06784386617100371,0.995260663507109,7.0,0.35,1.0,0.0,0.0,0.0,0,0.0,0.0,28,0.5,3.5,0.0,0.23723453132619798,2.5649493574615367,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11508795868635781,0.0,0.0,0.583773044716594,0.0,0.4070631970260223,0.0,0.0,1.0,0.1111111111111111,0.34999999989999997,0.0,1.0,0.0,0.0
initialshl,0,1.0,0.5737490175530522,0.0,7401.833333333333,3.0,444.11,0.4,0.72,4.0,8,0.0,72520.83333333333,184,0.0,1.5714285714285714,0.0,0.6183276151186211,2.6741486494265287,0.0,0.6666666666666666,1.0,0.8333333333333334,4.0,0.3333333333333333,1.0,1.0,0.10986353795169897,0.0,0.0,1.2400816722322685,1.2857142857142858,0.3824993450353681,2.1818181818181817,0.0,1.0,0.35294117647058826,0.2,0.6666666666111111,0.34217298784862005,0.0,0.05140363517158791
mymikemiller,1,0.7142857142857143,3.4407464409388226,0.5,2583.8333333333335,3.0,234.89393939393938,0.3,0.8200000000000001,7.0,15,0.0,811214.9,80,1.0,0.24,0.0,0.4008841530164703,4.283586561860629,0.0,0.3333333333333333,1.0,7.2,36.0,0.5,3.0,1.0,0.10714901439464347,0.0,0.0,2.4579047865207913,1.64,0.9830704116968064,4.390243902439025,0.0,1.0,0.47619047619047616,0.34799999979999996,0.9999999999166667,0.35459758990901386,0.49999999995833333,0.1950630805854696
literalplus,43,0.3533834586466166,2.4038128249566726,0.9821428571428571,949.1666666666666,0.8571428571428572,56.949999999999996,0.4,0.76,6.0,14,0.0,62392.3,386,0.0,1.1282051282051282,0.03162911611785095,0.6844473012722816,4.61015772749913,0.15384615384615385,1.0,1.0,1.4,6.0,1.1,6.0,1.0,0.10288492236193629,0.0,0.0,2.408464884127157,0.9230769230769231,2.4038128249566726,2.5,0.23630051868605517,1.0,0.47619047619047616,0.43333333333333335,0.9999999999166667,0.3628310495803686,0.9821428570610119,0.08601473353321734
HaoboGu,1834,0.3910241242976415,3.6236462093862816,0.9996497373029772,1519.0,0.7272727272727273,116.84615384615385,0.8571428571428571,0.24489795918367352,2.0,11,0.0,198203.1,1082,0.16143790849673204,1.7555555555555555,4.7766245487364625,0.9747988072938032,7.069448867980125,0.2222222222222222,0.6666666666666666,1.0,143.1,1125.0,17.8,89.0,1.0,0.141276788456731,0.327683615819209,0.6638418077741988,4.589938658975343,39.71111111111111,7.906137184115524,7.807078417765441,0.5499999998520259,1.0,0.47619047619047616,0.24843137251673203,0.9166666665902777,0.28815504804445896,0.9163455924513669,0.8696182538757632
GustavoASC,0,1.0,0.842761486954514,0.9836065573770492,547.0,3.0,38.16279069767442,0.4,0.72,5.0,12,0.0,77273.2,148,0.0,0.45454545454545453,0.0,0.5501645417864257,4.653960350157523,0.0,0.6666666666666666,1.0,5.5,51.0,1.1,10.0,1.0,0.0604842488660172,0.0,0.0,2.734782998523689,7.0,2.528284460863542,7.846153846153846,0.0,1.0,0.625,0.09090909090909091,0.9999999999166667,0.2557932994997846,0.983606557295082,0.17048657072447318
wistcc,5,0.47368421052631576,2.3181725056340916,0.8571428571428571,16923.833333333332,1.3333333333333335,1538.5303030303028,0.6,0.54,3.0,6,0.0,31847.7,112,0.0,0.84375,0.0,0.4734586086662727,5.247024072160486,0.0625,1.0,1.0,4.1,12.0,1.9,11.0,1.0,0.3026223247086938,0.0,0.0,2.999251303308203,2.46875,5.234583077238271,2.3529411764705883,0.35,1.0,0.47619047619047616,0.51875,0.49999999995833333,0.4938657392599286,0.4285714285357143,0.14719761007774687
misoguy,1,0.7142857142857143,0.26139890188589165,0.5,256.75,1.8,17.116666666666667,0.6666666666666666,0.4444444444444444,2.0,4,0.0,43006.333333333336,156,1.0,5.75,0.0,0.5676863845610263,3.871201010907891,0.0,1.0,1.0,2.3333333333333335,5.0,0.3333333333333333,1.0,1.0,0.029588436508755984,0.0,0.0,1.6897746346234346,2.25,1.8297923132012415,1.5,0.0,1.0,0.21428571428571427,0.4999999998,0.33333333330555553,0.5025773881785758,0.16666666665277777,0.060821601363291906
AkatQuas,30,0.5296004787015494,2.541782729805014,0.96875,8628.833333333334,0.9166666666666667,681.2236842105264,0.6,0.6,5.0,11,0.0,1006089.9,100,1.0666666666666667,0.4230769230769231,0.10167130919220056,0.5253294832105122,4.705015520957808,0.19230769230769232,0.8333333333333334,1.0,2.4,13.0,0.9,3.0,1.0,0.31807838095105534,0.0,0.0,2.554539800767338,1.6153846153846154,4.270194986072424,3.823529411764706,0.009537971858053,1.0,0.47619047619047616,0.40461538440205125,0.9166666665902777,0.34898419680120984,0.8880208332593316,0.11261972208497853
nrayburn-tech,255,0.6038179338223781,0.4085820895522388,0.9963503649635036,2018.75,0.44999999999999996,144.19642857142858,0.6666666666666666,0.4444444444444444,2.0,6,0.0,6295064.666666667,518,1.2427184466019416,4.0,3.404850746268657,0.9277021378732022,9.043340831280013,2.25,0.0,1.0,5035.333333333333,15046.0,197.33333333333334,589.0,1.0,0.3090225793476155,0.25,0.5860365447564626,4.883281509102174,4072.5,1.3619402985074627,2.987490899463896,0.503829906805666,1.0,0.21428571428571427,0.5728155337320389,0.49999999995833333,0.3674117890205822,0.4981751824402372,0.5477225574763327
whistlegraph,922,0.33429602888086646,3.945945945945946,0.9989281886387996,74143.83333333333,1.125,4448.63,0.7,0.4800000000000001,4.0,9,0.0,918837.3,51,0.0,0.03636363636363636,0.0,0.3285811149615397,5.655991810819852,0.05454545454545454,0.16666666666666666,1.0,34.6,245.0,2.0,11.0,1.0,0.5109090908940029,0.0,0.0,3.4850028070137524,7.0181818181818185,2.995995995995996,6.882022471910112,0.0,1.0,0.7692307692307693,0.007272727272727273,0.7499999999375,0.30583183557572696,0.7491961414166667,0.42760904182755144
Wscats,10,0.5384615384615384,8.603638227004868,0.9761904761904762,611.0,1.125,41.65909090909091,0.75,0.40625,3.0,9,0.0,2093887.7,370,0.5714285714285714,0.0,0.0,0.7568354053842193,9.347054195292005,0.03225806451612903,1.0,1.0,733.2,3168.0,141.2,732.0,1.0,0.04060828645912965,0.0,0.0,6.5063094875213014,109.20430107526882,265.5905713553677,4.314900572051212,0.35,1.0,0.9090909090909091,0.5214285713142857,0.7499999999375,0.43939196809385705,0.7321428570818452,0.9999999999473577
gyzerok,49,0.4770825681020917,4.282740348221044,0.9868421052631579,2361.0,1.125,321.95454545454544,0.4,0.76,6.0,9,0.0,12330.2,1224,6.666666666666667,1.5555555555555556,0.5526116578349736,0.9445800151618119,6.436150368369428,0.047619047619047616,1.0,1.0,82.4,716.0,4.6,26.0,1.0,0.12289029241704447,0.5714285714285714,0.32312769797612734,4.067644371947232,14.53968253968254,4.90442846328539,8.585131894484412,0.1834735440171418,1.0,0.47619047619047616,0.7666666663666666,0.7499999999375,0.2689886491522718,0.7401315788856907,0.6598913510715921
gayanper,135,0.4904370390834956,1.6022827041264267,0.993006993006993,1675.5,0.8125,111.69999999999999,0.4,0.72,5.0,10,0.0,129573.3,1664,0.5697674418604651,2.5714285714285716,0.08011413520632134,0.9999999997884534,5.556828061699537,0.3333333333333333,0.0,1.0,33.3,303.0,2.9,15.0,1.0,0.13428189259291928,0.03333333333333333,0.02751458536681873,3.3892445216859013,18.61904761904762,1.922739244951712,8.833819241982509,0.011854821336603904,1.0,0.47619047619047616,0.37093023244418605,0.8333333332638889,0.2595608306064586,0.8275058274368687,0.41949901669688927
hermannloose,3,0.7777777777777779,1.006814862891449,0.8571428571428571,984.6666666666666,1.75,59.080000000000005,0.4444444444444444,0.7407407407407407,6.0,14,0.0,3038339.5,168,1.0,0.4444444444444444,0.029612201849748502,0.5074380989845104,4.808111029984782,0.05555555555555555,0.0,1.0,2.0,4.0,0.5,3.0,1.0,0.03950751477288414,0.0,0.0,2.4627961992282748,1.6666666666666667,3.0796689923738443,1.3333333333333333,0.0027779749286394833,1.0,0.5263157894736842,0.3888888886888889,0.9999999999166667,0.6339745963315868,0.8571428570714286,0.1028072703431758
iliazeus,428,0.3622221336548003,4.081608374970259,0.9979123173277662,1949.0,0.7272727272727273,139.21428571428572,0.4,0.7,4.0,8,0.0,45657.0,239,0.089058524173028,0.20833333333333334,0.08684273138234595,0.6658188947508372,5.43372200355424,0.20833333333333334,1.0,1.0,24.0,155.0,3.2,13.0,1.0,0.09947567122807732,0.05263157894736842,0.038074799132949685,3.374936753686036,6.333333333333333,2.6052819414703783,6.2,0.012850479659663905,1.0,0.47619047619047616,0.06838422390076336,0.6666666666111111,0.3241686229785437,0.6652748781630712,0.35613483124369905
icfjoeld,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jswillard,0,1.0,0.1396327467482785,0.9918032786885246,4275.0,0.6,610.7142857142857,1.0,0.0,1.0,3,0.0,232166.0,18,0.0,3.0,0.0,0.2658254595164468,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.1667802682990256,0.0,0.0,0.21972245773362198,2.0,0.0,0.0,0.0,1.0,0.125,0.2,0.24999999997916666,1.0,0.24795081965146856,0.0
torn4dom4n,0,1.0,1.050359712230216,0.0,5668.166666666667,3.0,340.09,0.5,0.65625,4.0,6,0.0,19922.2,17,0.0,0.0,0.0,0.21672257869396783,1.3862943611198906,0.0,0.0,1.0,0.3,2.0,0.1,1.0,1.0,0.29288424935798535,0.0,0.0,0.5545177444479562,0.45454545454545453,0.0,1.5384615384615383,0.0,1.0,0.9090909090909091,0.0,0.49999999995833333,0.3077085435120535,0.0,0.03981708459081636
ArtemGovorov,24,0.48785691968934797,12.894736842105264,0.9629629629629629,10066.0,0.8571428571428572,1677.6666666666665,0.6666666666666666,0.5185185185185186,4.0,8,0.0,23372.2,7619,0.47058823529411764,0.9086294416243654,0.19736842105263158,0.9999999997884534,6.018593214496234,0.030456852791878174,0.0,1.0,14.8,57.0,2.0,8.0,1.0,0.29992995331441674,0.0,0.0,3.621174160052411,0.9543147208121827,10.06578947368421,3.6075949367088604,0.25184882664826314,1.0,0.47619047619047616,0.556235692152324,0.6666666666111111,0.4351519522672481,0.6419753085884773,0.27966601113125955
go2sh,38,0.6311113537773563,1.1791309966079793,0.9767441860465116,1373.0,1.125,82.38000000000001,0.3,0.78,6.0,13,0.0,1278288.9,531,1.0555555555555556,1.5238095238095237,0.11791309966079792,0.7388135554382531,4.629862798578463,0.14285714285714285,0.0,1.0,5.1,20.0,2.0,10.0,1.0,0.09551511826523255,0.18181818181818182,0.10687520869229,2.7476937522234963,4.333333333333333,1.3560006460991763,3.278688524590164,0.017448091103074586,1.0,0.47619047619047616,0.5166666664555556,0.9999999999166667,0.44886947200894173,0.9767441859651163,0.16417004547208916
sandeep-sen,64,0.5167881358301581,0.8302530565823145,0.9955947136563876,5731.833333333333,0.7272727272727273,716.4791666666667,0.5,0.625,3.0,6,0.0,11686.375,48,0.3333333333333333,1.3333333333333333,1.349161216946261,0.4009936423825198,2.803360380906535,1.1111111111111112,0.0,1.0,0.125,1.0,0.25,2.0,1.0,0.35642726310696976,0.9285714285714286,0.6469699704053067,1.0114396566181996,0.5555555555555556,0.6226897924367358,0.8888888888888888,0.43297432227970123,1.0,0.42105263157894735,0.5333333332666667,0.49999999995833333,0.2612038765075527,0.4977973567867107,0.022988404506853924
lifez,23,0.44262295081967207,2.2825874535860855,0.9991532599491956,6142.166666666667,1.3333333333333335,575.828125,0.5714285714285714,0.6122448979591837,4.0,8,0.0,12091.0,115,0.2631578947368421,1.1818181818181819,0.035665428962282586,0.47359491735408854,4.629862798578463,0.06060606060606061,0.0,1.0,0.4,2.0,1.3,12.0,1.0,0.19788035760256148,0.0,0.0,2.124714459664574,0.9090909090909091,2.853234316982607,1.4285714285714286,0.003345839258394593,1.0,0.47619047619047616,0.27894736836842104,0.6666666666111111,0.3217311605781401,0.6661021732439552,0.04597680901370785
connorskees,135,0.3560607306158124,5.460162601626016,0.993006993006993,2115.5,0.7272727272727273,154.79268292682926,0.5,0.6799999999999999,5.0,12,0.0,470105.8,460,0.046511627906976744,0.48936170212765956,0.23739837398373984,0.851389615825927,6.392754283805666,0.2127659574468085,1.0,1.0,70.3,547.0,5.8,45.0,1.0,0.12994781213968587,0.2,0.11607255856842043,4.097148986030721,17.425531914893618,9.377235772357723,7.671809256661992,0.028699799993488664,1.0,0.47619047619047616,0.11182582878832262,0.9999999999166667,0.29270305413579506,0.9930069929242424,0.6095179402321407
ChaseKnowlden,172,0.5767439830276336,14.71774193548387,0.9955947136563876,4654.666666666667,0.7272727272727273,997.4285714285716,0.42857142857142855,0.7346938775510204,5.0,9,0.0,11736.5,256,1.15,2.9224137931034484,0.19197054698457222,0.7785110253968069,3.970291913552122,0.08620689655172414,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.3118691959484974,0.023809523809523808,0.029234045774990794,0.9887510598012987,0.0,3.3274894810659186,0.0,0.024940822403496675,1.0,0.47619047619047616,0.5449999997699999,0.7499999999375,1.0,0.746696035180066,0.0
Huachao,9,0.5527252583454457,0.2151277013752456,0.9966101694915255,4593.75,1.05,367.5,0.5,0.5,2.0,5,0.0,124074.66666666667,1815,0.3333333333333333,6.5,0.4302554027504912,0.9999999997884534,8.35490952835879,0.25,1.0,1.0,1871.3333333333333,5613.0,156.66666666666666,469.0,1.0,0.12267343872573182,3.0,0.5582590777185377,5.594981580646528,1638.5,26.460707269155208,2.997863628271319,0.06366667898966685,1.0,0.21428571428571427,0.2999999999333333,0.41666666663194446,0.36608741298880365,0.4152542372535311,0.5477225574763327
schen7913,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2079441541679836,0.0,0.09638236070768418,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
eronnen,99,0.693992496738293,0.9167015487651736,0.9905660377358491,3860.1666666666665,1.0,251.75,0.3333333333333333,0.7222222222222222,4.0,7,0.0,47997.833333333336,107,1.3243243243243243,2.2857142857142856,2.138970280452072,0.6449734524512084,5.2652775124698366,0.5714285714285714,0.6666666666666666,1.0,37.166666666666664,145.0,4.333333333333333,24.0,1.0,0.22246617422962794,0.4117647058823529,0.49551133844578055,3.2099739247648724,39.285714285714285,3.2084554206781077,3.7991266375545854,0.3165123165064644,1.0,0.35294117647058826,0.5972972970324324,0.5833333332847223,0.3810134952142453,0.5778301886310928,0.34329008639177944
esonnino,0,1.0,0.7295136575616257,0.8888888888888888,3012.6666666666665,1.2,301.2666666666667,0.5,0.5,2.0,5,0.0,129368.33333333333,12,0.0,0.25,0.0,0.2888870064367212,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10481840247669155,0.0,0.0,0.2079441541679836,0.0,0.24317121918720855,0.0,0.0,1.0,0.6,0.05,0.41666666663194446,1.0,0.37037037033950615,0.0
DiamondYuan,121,0.4351908722382729,5.522696011004126,0.996742671009772,4786.6,0.7333333333333334,373.953125,0.6666666666666666,0.5185185185185186,4.0,7,0.0,309323.1,1301,0.35555555555555557,0.29850746268656714,0.0,0.9966713209643143,8.614864218589684,0.07462686567164178,0.3333333333333333,1.0,763.3,6433.0,80.9,595.0,1.0,0.31207965306377206,0.0,0.0,5.668198337371855,138.07462686567163,20.166208161393858,8.416852021457544,0.35,1.0,0.47619047619047616,0.5163681591328689,0.5833333332847223,0.27597955126256224,0.5814332247072476,0.9999999999473577
amaust,0,1.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,0.0,1.0,0.0,0.3478277403964818,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0
AlexStrNik,235,0.38229015839640074,3.1071607411116675,0.9974025974025974,2307.3333333333335,0.7272727272727273,247.2142857142857,0.4,0.74,5.0,11,0.0,130174.4,107,0.1625615763546798,0.17142857142857143,0.0,0.5306614595091438,5.249652194566756,0.2857142857142857,1.0,1.0,17.8,80.0,1.5,6.0,1.0,0.23472828517174568,0.0,0.0,3.2173973224343637,5.942857142857143,3.5640961442163244,4.25531914893617,0.2333333333333333,1.0,0.5882352941176471,0.3163875204929392,0.9166666665902777,0.40083378638908207,0.9142857142095238,0.30670357030069284
aldonetti,0,1.0,0.2115533230293663,0.9411764705882353,65852.25,1.8,5268.18,0.6666666666666666,0.4444444444444444,2.0,3,0.0,260658.33333333334,18,0.0,2.0,0.0,0.173358233019775,3.449987545831587,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3942323489057736,0.0,0.0,1.280628183043085,1.0,0.9872488408037094,0.6000000000000001,0.0,1.0,0.25,0.2,0.24999999997916666,0.5358983852353123,0.23529411762745098,0.032510513430911596
richard-townsend-arm,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,143,0.0,12.0,0.0,0.5904869214777397,3.5553480614894135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8671115273688493,0.0,1.8191146291410143,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0
ryanclarke,0,1.0,1.6444662095984328,0.0,21140.833333333332,3.0,1268.45,0.5,0.7,6.0,19,0.0,736730.3,55,0.0,0.20833333333333334,0.0,0.337592288016863,3.828641396489095,0.0,0.5,1.0,1.9,9.0,0.5,2.0,1.0,0.31225919801072755,0.0,0.0,2.0694866362424715,1.2083333333333333,1.000979431929481,3.103448275862069,0.0,1.0,0.625,0.04166666666666667,0.9999999999166667,0.4181659499566713,0.0,0.10020413211861122
spahnke,57,0.38312384474877254,0.30655095184770437,0.9990328820116054,52205.5,0.8,4015.8076923076924,0.6666666666666666,0.4444444444444444,2.0,6,0.0,3981793.6666666665,223,0.11538461538461539,3.25,0.0,0.6731290095978378,6.51471269087253,0.5,0.6666666666666666,1.0,277.6666666666667,831.0,51.0,153.0,1.0,0.40409288540186306,0.0,0.0,3.8376756015210134,284.75,1.4305711086226205,2.9820574162679425,0.0,1.0,0.21428571428571427,0.23461538459230769,0.49999999995833333,0.36686252772410366,0.49951644096417636,0.5477225574763327
nclonts-sf,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0
r-sargento,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,0.0,2.0,0.0,0.08750972429971668,1.6094379124341003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3295836866004329,0.0,0.20494104435710275,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0
harbin1053020115,2,0.6000000000000001,0.7901987797677623,0.75,9559.0,2.4,1086.25,0.5714285714285714,0.5714285714285714,3.0,3,0.0,200945.4,36,2.0,1.25,0.0,0.27435486784661534,3.1780538303479458,0.0,0.0,1.0,0.4,2.0,0.2,1.0,1.0,0.3226357175137926,0.0,0.0,1.393329359362066,0.6666666666666666,0.6465262743554419,1.4285714285714286,0.0,1.0,0.47619047619047616,0.6499999997,0.24999999997916666,0.363899066662598,0.187499999984375,0.04597680901370785
jpiskiewicz,123,0.3556730007591681,3.764379214597382,0.9931972789115646,230.66666666666666,0.8125,16.878048780487806,0.3,0.82,7.0,12,0.0,11371.7,28,0.05084745762711865,0.37037037037037035,0.0,0.36018306498000063,2.6026896854443837,0.25925925925925924,0.0,1.0,0.2,2.0,0.1,1.0,1.0,0.08390384306997695,0.0,0.0,1.0057409634808383,0.14814814814814814,0.7239190797302657,1.6666666666666667,0.0,1.0,0.47619047619047616,0.08932831135204017,0.9999999999166667,0.24025307426469986,0.9931972788287982,0.032510513430911596
